Date,Open,High,Low,Close,Adj Close,Volume
15/06/2021,52415.36328,53745.00781,51516.11719,52573.72656,52573.72656,60398555869
16/06/2021,52264.60938,52652.36328,50135.32422,50359.16406,50359.16406,51494562160
17/06/2021,50351.76172,52021.28906,49602.10156,50356.96484,50356.96484,49090765406
18/06/2021,50417.80078,50542.32813,47014.88281,47856.70703,47856.70703,48409853714
19/06/2021,47946.68359,48753.40625,46714.44531,47627.53516,47627.53516,41732122047
20/06/2021,47557.02344,48179.58203,44707.24609,47585.04297,47585.04297,48872350786
21/06/2021,47508.86328,47619.375,41495.53125,42042.70313,42042.70313,70090479619
22/06/2021,41970.60938,44068.125,38492.34375,43028.13281,43028.13281,78051821716
23/06/2021,43041.44141,45880.85938,42074.43359,44528.5625,44528.5625,61158036966
24/06/2021,44475.44141,46468.08984,42745.60156,45717.46484,45717.46484,43687536403
25/06/2021,45713.07031,46744.79688,41321.84375,41699.98438,41699.98438,53026101930
26/06/2021,41643.15625,43017.77734,39784.5,42422.92969,42422.92969,50857235874
27/06/2021,42556.375,45648.21875,42271.98828,45622.76953,45622.76953,46757751425
28/06/2021,45661.58594,46387.73047,44854.82031,45498.39844,45498.39844,44782496666
29/06/2021,45552.86719,48649.86328,45340.49219,47733.51953,47733.51953,50439983155
30/06/2021,47787.56641,47990.90234,45474.33594,46738.97656,46738.97656,45429406887
1/07/2021,46732.5,46732.5,44056.50781,44969.68359,44969.68359,50685093813
2/07/2021,44939.52344,45462.51953,43900.88281,45017.3125,45017.3125,51434402462
3/07/2021,44960.70313,46358.13672,44360.78516,46038.48047,46038.48047,32380946104
4/07/2021,46034.51953,47752.36719,45677.17969,46935.46484,46935.46484,33151248693
5/07/2021,46930.89453,46930.89453,44108.4375,44750.87891,44750.87891,35435693627
6/07/2021,44721.05078,46227.25391,44866.26953,45681.38672,45681.38672,35361691095
7/07/2021,45668.69531,46550.98828,45219.41016,45240.83984,45240.83984,33134906721
8/07/2021,45286.64844,45330.39844,43266.23828,44233.08594,44233.08594,40241328409
9/07/2021,44211.96094,45431.14063,43549.40234,45105.13281,45105.13281,36614741863
10/07/2021,45122.79297,45653.71484,44241.4375,44781.83984,44781.83984,30689343275
11/07/2021,44766.55078,46167.26172,44549.67578,45717.15625,45717.15625,26848974368
12/07/2021,45735.62109,46304.36719,43718.82031,44338.75391,44338.75391,32524727865
13/07/2021,44298.125,44556.63672,43337.44531,43957.41016,43957.41016,25701873117
14/07/2021,43986.73828,44174.98828,42531.42969,43876.45703,43876.45703,28575847650
15/07/2021,43883.84375,44384.51172,42058.71484,42814.42969,42814.42969,28695682842
16/07/2021,42896.36328,43451.38672,41923.08594,42470.23047,42470.23047,32032876588
17/07/2021,42437.48047,43139.20313,42203.21875,42620.91406,42620.91406,25538998872
18/07/2021,42622.01953,43791.32422,42191.67188,43037.10938,43037.10938,25429615105
19/07/2021,42963.35938,43198.92969,41716.84375,41716.84375,41716.84375,27858601984
